Year,Age,mx,qx,lx,Lx,Tx,ex,Country,Sex
1980,75,0.10955047,0.42998868,35745,140299,237773,6.651989,Uruguay,M
1980,80,0.17558447,0.61010844,20375,70797,97474,4.7840466,Uruguay,M
1980,85,0.29778224,1,7944,26678,26678,3.3581586,Uruguay,M
1990,0,0.02554472,0.024981132,100000,97794,6750935,67.509346,Uruguay,M
1990,1,0.000961477,0.003836973,97502,389102,6653142,68.236023,Uruguay,M
1990,5,0.000303911,0.001518287,97128,485234,6264040,64.492775,Uruguay,M
1990,10,0.000553125,0.002761957,96981,484259,5778807,59.587421,Uruguay,M
1990,15,0.000836668,0.004174958,96713,482594,5294548,54.745255,Uruguay,M
1990,20,0.001152949,0.005748839,96309,480215,4811955,49.963871,Uruguay,M
1990,25,0.001537316,0.007658325,95756,477016,4331740,45.237732,Uruguay,M
1990,30,0.002028714,0.010094421,95022,472807,3854725,40.566784,Uruguay,M
1990,35,0.002792453,0.013869313,94063,467182,3381919,35.953945,Uruguay,M
1990,40,0.004148495,0.020537991,92758,459218,2914737,31.42305,Uruguay,M
1990,45,0.006530768,0.032149926,90853,447255,2455520,27.02743,Uruguay,M
1990,50,0.010477329,0.051101662,87932,428876,2008266,22.838858,Uruguay,M
1990,55,0.016642552,0.080016717,83439,401169,1579390,18.928793,Uruguay,M
1990,60,0.026095828,0.12278888,76763,361189,1178221,15.349011,Uruguay,M
1990,65,0.040539417,0.18472441,67337,306830,817033,12.133573,Uruguay,M
1990,70,0.063620627,0.27596602,54898,238130,510203,9.2936811,Uruguay,M
1990,75,0.10246258,0.40784165,39748,158213,272074,6.8449821,Uruguay,M
1990,80,0.16764688,0.59067315,23538,82929,113862,4.837534,Uruguay,M
1990,85,0.31146067,1,9635,30933,30933,3.2106783,Uruguay,M
2000,0,0.01788025,0.017595708,100000,98409,6889697,68.896973,Uruguay,M
2000,1,0.000748575,0.002988931,98241,392257,6791289,69.129265,Uruguay,M
2000,5,0.000223772,0.001118174,97947,489433,6399032,65.331703,Uruguay,M
2000,10,0.000503532,0.00251462,97838,488596,5909599,60.402321,Uruguay,M
2000,15,0.000839937,0.004191235,97592,486975,5421003,55.548038,Uruguay,M
2000,20,0.001200733,0.005986414,97183,484515,4934029,50.770889,Uruguay,M
2000,25,0.001611948,0.008028681,96601,481141,4449514,46.060997,Uruguay,M
2000,30,0.002063414,0.010266231,95825,476764,3968373,41.412758,Uruguay,M
2000,35,0.00271066,0.013465697,94842,471141,3491609,36.81535,Uruguay,M
2000,40,0.0038965,0.019301997,93565,463486,3020469,32.282375,Uruguay,M
2000,45,0.006016387,0.029653752,91759,452260,2556983,27.866579,Uruguay,M
2000,50,0.00954747,0.046668004,89038,435213,2104723,23.638725,Uruguay,M
2000,55,0.015222207,0.073428452,84882,409451,1669510,19.668623,Uruguay,M
2000,60,0.023987705,0.11340948,78650,371839,1260060,16.021269,Uruguay,M
2000,65,0.037067983,0.17019852,69730,320166,888221,12.73807,Uruguay,M
2000,70,0.057942279,0.2543422,57862,253989,568056,9.8174639,Uruguay,M
2000,75,0.093499385,0.37892401,43146,174854,314067,7.2793245,Uruguay,M
2000,80,0.15225351,0.55138993,26797,97044,139214,5.1952329,Uruguay,M
2000,85,0.28506562,1,12022,42170,42170,3.5079641,Uruguay,M
2007,0,0.014231858,0.014048988,100000,98716,7037608,70.376068,Uruguay,M
2007,1,0.000637647,0.002546707,98596,393781,6938892,70.377655,Uruguay,M
2007,5,0.000190956,0.000954278,98345,491462,6545112,66.55323,Uruguay,M
2007,10,0.000464141,0.002318123,98251,490705,6053650,61.614655,Uruguay,M
2007,15,0.000784625,0.00391575,98023,489191,5562946,56.751774,Uruguay,M
2007,20,0.001136523,0.005667157,97639,486865,5073755,51.964653,Uruguay,M
2007,25,0.001523885,0.007591662,97086,483658,4586890,47.246002,Uruguay,M
2007,30,0.001908438,0.009498685,96349,479545,4103233,42.587532,Uruguay,M
2007,35,0.002448531,0.012171131,95434,474378,3623688,37.971004,Uruguay,M
2007,40,0.003450162,0.017109137,94272,467487,3149311,33.406815,Uruguay,M
2007,45,0.005235298,0.025851671,92659,457545,2681824,28.943068,Uruguay,M
2007,50,0.008270514,0.040547729,90264,442533,2224280,24.642153,Uruguay,M
2007,55,0.0132278,0.064103909,86604,419693,1781748,20.573683,Uruguay,M
2007,60,0.020956643,0.09976542,81052,385852,1362056,16.804785,Uruguay,M
2007,65,0.032771211,0.15190832,72966,338226,976204,13.378982,Uruguay,M
2007,70,0.052238002,0.23209232,61882,274938,637979,10.30969,Uruguay,M
2007,75,0.086140975,0.35438681,47520,195496,363041,7.6398654,Uruguay,M
2007,80,0.14442706,0.53056532,30680,112703,167545,5.4612155,Uruguay,M
2007,85,0.26260188,1,14402,54843,54843,3.8080456,Uruguay,M
1920,0,0.38750726,0.30763581,100000,79389,2439550,24.395493,Chile,M
1920,1,0.056401536,0.19628999,69237,240959,2360161,34.088432,Chile,M
1920,5,0.010547357,0.051250257,55647,270388,2119203,38.083645,Chile,M
1920,10,0.011362327,0.055303533,52795,256964,1848816,35.019333,Chile,M
1920,15,0.01333537,0.064609043,49875,241639,1591852,31.917194,Chile,M
1920,20,0.015704086,0.075668499,46653,224789,1350214,28.942184,Chile,M
1920,25,0.019014833,0.090924762,43122,206200,1125426,26.098633,Chile,M
1920,30,0.022551576,0.10696835,39202,185942,919226,23.448942,Chile,M
1920,35,0.025921924,0.12201853,35008,164788,733284,20.946251,Chile,M
1920,40,0.030018719,0.14000681,30737,143354,568496,18.495943,Chile,M
1920,45,0.035760768,0.16467083,26433,121719,425143,16.083801,Chile,M
1920,50,0.043497335,0.19692859,22081,99966,303425,13.741902,Chile,M
1920,55,0.054760713,0.24199872,17732,78362,203459,11.474112,Chile,M
1920,60,0.073593393,0.31273109,13441,57117,125098,9.3072519,Chile,M
1920,65,0.10340094,0.41421273,9238,37005,67982,7.3592825,Chile,M
1920,70,0.14494321,0.53767753,5412,20074,30977,5.7245922,Chile,M
1920,75,0.20619646,0.68029583,2502,8254,10904,4.3584695,Chile,M
1920,80,0.28234091,0.82756555,800,2345,2650,3.3130908,Chile,M
1920,85,0.45139357,1,138,306,306,2.2153616,Chile,M
1925,0,0.31556574,0.26049048,100000,82548,3036093,30.360926,Chile,M
1925,1,0.046544064,0.16574803,73951,263347,2953546,39.939247,Chile,M
1925,5,0.006524668,0.032048304,61694,303032,2690199,43.605709,Chile,M
1925,10,0.00783286,0.038441639,59717,293074,2387168,39.974972,Chile,M
1925,15,0.009713785,0.04746243,57421,280564,2094095,36.469166,Chile,M
1925,20,0.011683149,0.056822471,54696,266019,1813531,33.15678,Chile,M
1925,25,0.014086924,0.068131201,51588,249503,1547512,29.997696,Chile,M
1925,30,0.016576512,0.079711355,48073,231168,1298009,27.000809,Chile,M
1925,35,0.018998677,0.090850875,44241,211559,1066841,24.114298,Chile,M
1925,40,0.02216004,0.10520497,40222,190953,855282,21.264214,Chile,M
1925,45,0.026861466,0.12617326,35991,169053,664330,18.458647,Chile,M
1925,50,0.033669144,0.15575942,31450,145490,495277,15.748502,Chile,M
1925,55,0.043713417,0.19781399,26551,120149,349788,13.174355,Chile,M
1925,60,0.059322003,0.25964379,21299,93221,229640,10.781922,Chile,M
1925,65,0.082353152,0.34381214,15769,65832,136419,8.6513329,Chile,M
1925,70,0.11348031,0.44594672,10348,40662,70588,6.8219514,Chile,M
1925,75,0.15931931,0.56968999,5733,20500,29927,5.220119,Chile,M
1925,80,0.21952073,0.7086792,2467,7964,9427,3.8213003,Chile,M
1925,85,0.49126765,1,719,1463,1463,2.0355504,Chile,M
1935,0,0.25016025,0.21425031,100000,85646,3615455,36.154549,Chile,M
1935,1,0.034036592,0.12489016,78575,288315,3529810,44.922825,Chile,M
1935,5,0.004284869,0.021174833,68762,339805,3241496,47.14098,Chile,M
1935,10,0.005586945,0.02756511,67306,332076,2901691,43.112103,Chile,M
1935,15,0.007286743,0.035807509,65451,321628,2569615,39.260475,Chile,M
1935,20,0.009060382,0.044337787,63107,308819,2247988,35.621948,Chile,M
1935,25,0.01112852,0.054195128,60309,293700,1939169,32.153996,Chile,M
1935,30,0.013136243,0.063673772,57041,276485,1645469,28.847456,Chile,M
1935,35,0.015273177,0.073665626,53409,257600,1368984,25.632383,Chile,M
1935,40,0.018460967,0.088388659,49475,236875,1111385,22.464005,Chile,M
1935,45,0.02318833,0.10982943,45102,213618,874510,19.389994,Chile,M
1935,50,0.030069344,0.14022703,40148,187227,660893,16.461546,Chile,M
1935,55,0.040413763,0.18420246,34518,157330,473666,13.722334,Chile,M
1935,60,0.055575356,0.24517511,28160,124229,316337,11.233693,Chile,M
1935,65,0.076818697,0.32430333,21256,89734,192108,9.0380087,Chile,M
1935,70,0.10633825,0.42358688,14363,57211,102374,7.1279564,Chile,M
1935,75,0.15072158,0.54736036,8279,30065,45164,5.4554019,Chile,M
1935,80,0.21055448,0.68971562,3748,12275,15099,4.0292592,Chile,M
1935,85,0.41176438,1,1163,2824,2824,2.4285734,Chile,M
1946,0,0.19468522,0.17222089,100000,88462,4223948,42.239475,Chile,M
1946,1,0.024489012,0.091990732,82778,310948,4135487,49.958813,Chile,M
1946,5,0.00276011,0.01369659,75164,372985,3824539,50.883186,Chile,M
1946,10,0.003900357,0.019320924,74134,367231,3451555,46.558544,Chile,M
1946,15,0.00526743,0.026008358,72702,358969,3084324,42.424599,Chile,M
1946,20,0.006776689,0.033341181,70811,348387,2725355,38.488026,Chile,M
1946,25,0.008492477,0.041614208,68450,335412,2376969,34.725845,Chile,M
1946,30,0.010208795,0.049823251,65602,320162,2041558,31.120789,Chile,M
1946,35,0.012115584,0.05886624,62333,302857,1721397,27.616299,Chile,M
1946,40,0.014825087,0.071578652,58664,283239,1418540,24.181023,Chile,M
1946,45,0.018962294,0.090684466,54465,260468,1135301,20.844858,Chile,M
1946,50,0.025302034,0.11926766,49526,233450,874833,17.664387,Chile,M
1946,55,0.034913693,0.16107179,43619,201231,641383,14.704388,Chile,M
1946,60,0.049026091,0.21932419,36593,163703,440153,12.028395,Chile,M
1946,65,0.068870001,0.29550636,28568,122576,276451,9.6772213,Chile,M
1946,70,0.096328609,0.39120165,20126,81732,153875,7.6458273,Chile,M
1946,75,0.13771254,0.51221621,12253,45572,72144,5.888175,Chile,M
1946,80,0.1960423,0.65781337,5977,20054,26572,4.4460583,Chile,M
1946,85,0.31376231,1,2046,6518,6518,3.1871259,Chile,M
1956,0,0.13840929,0.12666327,100000,91514,5161959,51.619587,Chile,M
1956,1,0.009720514,0.037906349,87334,340569,5070446,58.058308,Chile,M
1956,5,0.001539048,0.007662805,84024,418346,4729877,56.292526,Chile,M
1956,10,0.00198139,0.009860062,83380,414924,4311532,51.709843,Chile,M
1956,15,0.002689007,0.013358821,82558,410140,3896608,47.198891,Chile,M
1956,20,0.003566805,0.017682655,81455,403815,3486469,42.802746,Chile,M
1956,25,0.004724762,0.023358934,80014,395585,3082654,38.526432,Chile,M
1956,30,0.006176005,0.030428994,78145,385018,2687070,34.385708,Chile,M
1956,35,0.007935764,0.03893723,75768,371756,2302052,30.38327,Chile,M
1956,40,0.010397484,0.050721712,72817,355221,1930297,26.508904,Chile,M
1956,45,0.01413843,0.06837213,69124,334275,1575077,22.7864,Chile,M
1956,50,0.019688983,0.09400294,64398,307459,1240802,19.267879,Chile,M
1956,55,0.028168634,0.13192445,58344,273247,933343,15.997278,Chile,M
1956,60,0.041248195,0.18766314,50647,230424,660097,13.033309,Chile,M
1956,65,0.059870303,0.26174212,41143,179867,429673,10.443574,Chile,M
1956,70,0.086007461,0.35645798,30374,125884,249807,8.2244368,Chile,M
1956,75,0.1265672,0.48072571,19547,74243,123923,6.3398128,Chile,M
1956,80,0.18339306,0.62871182,10151,34797,49681,4.8945751,Chile,M
1956,85,0.25320494,1,3769,14884,14884,3.9493701,Chile,M
1965,0,0.10484333,0.097928844,100000,93405,5544251,55.442501,Chile,M
1965,1,0.005580493,0.021997638,90208,355586,5450846,60.425888,Chile,M
1965,5,0.001076489,0.005366557,88223,439812,5095260,57.754471,Chile,M
1965,10,0.001453645,0.007242958,87750,437222,4655448,53.053944,Chile,M
1965,15,0.002055279,0.010225956,87114,433431,4218227,48.422047,Chile,M
1965,20,0.002874877,0.014275883,86223,428161,3784796,43.895462,Chile,M
1965,25,0.004036123,0.019987004,84993,420884,3356636,39.49353,Chile,M
1965,30,0.00551541,0.027216781,83294,411026,2935752,35.24596,Chile,M
1965,35,0.007368481,0.036202192,81027,398092,2524727,31.159336,Chile,M
1965,40,0.009951253,0.048595652,78093,381357,2126635,27.232082,Chile,M
1965,45,0.013601313,0.065856792,74299,359747,1745278,23.490236,Chile,M
1965,50,0.018814893,0.090010002,69405,332032,1385531,19.96299,Chile,M
1965,55,0.026643384,0.12521045,63158,296810,1053500,16.680418,Chile,M
1965,60,0.038494792,0.17619568,55250,252886,756690,13.695779,Chile,M
1965,65,0.055553779,0.24509113,45516,200803,503804,11.06895,Chile,M
1965,70,0.080689773,0.3379944,34360,143927,303002,8.8185062,Chile,M
1965,75,0.12087315,0.46411741,22747,87340,159075,6.993434,Chile,M
1965,80,0.18056412,0.6220299,12190,41992,71736,5.8851089,Chile,M
1965,85,0.15489413,1,4608,29745,29745,6.4560227,Chile,M
1976,0,0.051993571,0.049888454,100000,95952,6204202,62.042019,Chile,M
1976,1,0.002439844,0.009700272,95012,377743,6108251,64.289825,Chile,M
1976,5,0.00073634,0.003674258,94090,469497,5730508,60.904846,Chile,M
1976,10,0.001056593,0.005269604,93744,467534,5261011,56.121155,Chile,M
1976,15,0.001516559,0.007555293,93250,464559,4793478,51.404682,Chile,M
1976,20,0.002097527,0.010435104,92546,460409,4328920,46.776226,Chile,M
1976,25,0.002882775,0.014314834,91580,454752,3868511,42.242069,Chile,M
1976,30,0.003927892,0.019456049,90269,447129,3413759,37.81778,Chile,M
1976,35,0.005318746,0.026258539,88513,436984,2966631,33.516575,Chile,M
1976,40,0.007301475,0.035878655,86189,423520,2529648,29.35029,Chile,M
1976,45,0.010276214,0.050144367,83096,405479,2106129,25.345772,Chile,M
1976,50,0.014723436,0.071104608,78930,381176,1700650,21.546556,Chile,M
1976,55,0.021345317,0.10152556,73317,348720,1319474,17.996868,Chile,M
1976,60,0.031518035,0.14650784,65874,306205,970754,14.736679,Chile,M
1976,65,0.046913888,0.21083125,56223,252664,664550,11.820024,Chile,M
1976,70,0.070566706,0.30173215,44369,189715,411886,9.2832098,Chile,M
1976,75,0.10942373,0.42959809,30982,121634,222172,7.1711259,Chile,M
1976,80,0.17019905,0.59698117,17672,61985,100539,5.6891837,Chile,M
1976,85,0.18473236,1,7123,38554,38554,5.4132366,Chile,M
1987,0,0.024825104,0.02429132,100000,97850,6709484,67.094841,Chile,M
1987,1,0.00119154,0.004752456,97571,389162,6611635,67.762375,Chile,M
1987,5,0.000370139,0.001848813,97108,485043,6222473,64.078407,Chile,M
1987,10,0.000635507,0.003172698,96928,483901,5737431,59.192932,Chile,M
1987,15,0.000996817,0.004972192,96621,481948,5253531,54.373055,Chile,M
1987,20,0.001420529,0.007078511,96140,479066,4771584,49.631767,Chile,M
1987,25,0.001965472,0.00978122,95460,475055,4292518,44.967056,Chile,M
1987,30,0.002646195,0.013147477,94526,469645,3817463,40.385551,Chile,M
1987,35,0.003536379,0.017533084,93283,462489,3347819,35.888954,Chile,M
1987,40,0.004960067,0.024508579,91648,452846,2885330,31.483027,Chile,M
1987,45,0.007311426,0.035926707,89402,439297,2432485,27.208694,Chile,M
1987,50,0.010918126,0.053196691,86190,419942,1993189,23.12575,Chile,M
1987,55,0.016497871,0.079347596,81605,392481,1573247,19.279001,Chile,M
1987,60,0.025408907,0.11974248,75130,354055,1180767,15.716502,Chile,M
1987,65,0.03913074,0.1788566,66133,302277,826712,12.500755,Chile,M
1987,70,0.061023306,0.26613891,54305,236837,524435,9.657279,Chile,M
1987,75,0.098776467,0.3960751,39853,159800,287598,7.2166414,Chile,M
1987,80,0.16060093,0.5729599,24068,85864,127799,5.3099794,Chile,M
1987,85,0.24509019,1,10278,41935,41935,4.0801311,Chile,M
1997,0,0.014626793,0.014433932,100000,98682,7059217,70.592171,Chile,M
1997,1,0.000719789,0.002874212,98557,393550,6960536,70.624748,Chile,M
1997,5,0.000241143,0.001204915,98274,491042,6566986,66.823685,Chile,M
1997,10,0.000472497,0.002359807,98155,490219,6075945,61.901581,Chile,M
1997,15,0.00078549,0.003920059,97924,488696,5585727,57.041851,Chile,M
1997,20,0.001152856,0.005748375,97540,486352,5097031,52.256107,Chile,M
1997,25,0.001595872,0.007948914,96979,483044,4610680,47.543201,Chile,M
1997,30,0.002075663,0.01032687,96208,478655,4127636,42.903313,Chile,M
1997,35,0.002662798,0.013229445,95215,473049,3648982,38.32386,Chile,M
1997,40,0.003614471,0.017916929,93955,465734,3175933,33.802803,Chile,M
1997,45,0.005226877,0.025810605,92272,455641,2710200,29.372063,Chile,M
1997,50,0.007931246,0.03891547,89890,441054,2254559,25.081373,Chile,M
1997,55,0.012434807,0.060372312,86392,419441,1813505,20.991671,Chile,M
1997,60,0.019656785,0.093856141,81176,387595,1394065,17.173361,Chile,M
1997,65,0.031057285,0.14451467,73558,342274,1006470,13.682833,Chile,M
1997,70,0.050528411,0.22531813,62928,280607,664197,10.555024,Chile,M
1997,75,0.084967524,0.35040501,48749,201038,383590,7.868762,Chile,M
1997,80,0.14438134,0.53044194,31667,116341,182552,5.7647839,Chile,M
1997,85,0.22457346,1,14870,66212,66212,4.4528861,Chile,M
2006,0,0.010089184,0.009995772,100000,99075,7277020,72.770195,Chile,M
2006,1,0.00047932,0.001915097,99001,395551,7177946,72.504189,Chile,M
2006,5,0.000160374,0.000801518,98811,493837,6782395,68.640198,Chile,M
2006,10,0.000364986,0.001823334,98732,493227,6288559,63.693451,Chile,M
2006,15,0.000625116,0.003120898,98552,492020,5795333,58.80505,Chile,M
2006,20,0.000931434,0.00464678,98245,490125,5303313,53.981007,Chile,M
2006,25,0.001298606,0.006472856,97788,487419,4813188,49.220879,Chile,M
2006,30,0.001690954,0.008420595,97155,483810,4325770,44.524616,Chile,M
2006,35,0.002165217,0.010770117,96337,479193,3841960,39.880642,Chile,M
2006,40,0.002923471,0.014515509,95299,473175,3362768,35.28653,Chile,M
2006,45,0.004224269,0.020909362,93916,464866,2889594,30.767981,Chile,M
2006,50,0.006404578,0.031538118,91952,452800,2424729,26.369534,Chile,M
2006,55,0.009995764,0.048807926,89052,434828,1971929,22.143593,Chile,M
2006,60,0.016033525,0.077197045,84706,407834,1537101,18.14642,Chile,M
2006,65,0.026188666,0.12319987,78167,367720,1129268,14.446956,Chile,M
2006,70,0.044319183,0.20029168,68537,309737,761548,11.11158,Chile,M
2006,75,0.077632874,0.32507342,54810,229503,451811,8.2433558,Chile,M
2006,80,0.13831933,0.51389325,36993,137436,222308,6.0096011,Chile,M
2006,85,0.21187268,1,17983,84873,84873,4.7198157,Chile,M
1956,0,0.15588744,0.14114556,100000,90544,4683906,46.839054,Ecuador,M
1956,1,0.019976748,0.075892404,85886,326282,4593363,53.48243,Ecuador,M
1956,5,0.005311987,0.026177533,79368,391124,4267081,53.763645,Ecuador,M
1956,10,0.005049472,0.024945056,77290,381822,3875957,50.148396,Ecuador,M
1956,15,0.005369101,0.026503978,75362,372016,3494136,46.364838,Ecuador,M
1956,20,0.005897192,0.029074462,73365,361703,3122121,42.556358,Ecuador,M
1956,25,0.006771161,0.033314418,71232,350462,2760418,38.752857,Ecuador,M
1956,30,0.007846856,0.03850906,68859,337928,2409957,34.998775,Ecuador,M
1956,35,0.009061175,0.044341583,66207,323988,2072029,31.296391,Ecuador,M
1956,40,0.010799998,0.052635677,63271,308362,1748042,27.627874,Ecuador,M
1956,45,0.013514294,0.065448686,59941,290288,1439680,24.018425,Ecuador,M
1956,50,0.017775321,0.085240193,56018,268629,1149392,20.518404,Ecuador,M
1956,55,0.024559604,0.11596282,51243,241952,880764,17.188099,Ecuador,M
1956,60,0.034895882,0.16099598,45301,208999,638812,14.101679,Ecuador,M
1956,65,0.050210476,0.22405286,38008,169599,429814,11.308729,Ecuador,M
1956,70,0.072798952,0.30985728,29492,125527,260215,8.8233538,Ecuador,M
1956,75,0.10879956,0.42767161,20354,80006,134689,6.6174884,Ecuador,M
1956,80,0.16309993,0.57929301,11649,41374,54683,4.6942759,Ecuador,M
1956,85,0.36823094,1,4901,13309,13309,2.715687,Ecuador,M
1968,0,0.11913497,0.1103285,100000,92608,5429947,54.299469,Ecuador,M
1968,1,0.013591708,0.052478101,88968,343506,5337339,59.992241,Ecuador,M
1968,5,0.002958259,0.014671934,84299,418091,4993834,59.240005,Ecuador,M
1968,10,0.002811112,0.013961368,83062,412525,4575743,55.088612,Ecuador,M
1968,15,0.00305256,0.015151798,81902,406531,4163219,50.831799,Ecuador,M
1968,20,0.003468901,0.017201299,80661,399975,3756688,46.573841,Ecuador,M
1968,25,0.004157234,0.020580828,79274,392452,3356714,42.343487,Ecuador,M
1968,30,0.005038506,0.024891531,77642,383572,2964262,38.178631,Ecuador,M
1968,35,0.006079573,0.029960707,75710,373103,2580691,34.086842,Ecuador,M
1968,40,0.007549546,0.037075952,73441,360670,2207588,30.059347,Ecuador,M
1968,45,0.009778669,0.047772188,70719,345483,1846918,26.116629,Ecuador,M
1968,50,0.013251161,0.064213634,67340,326321,1501436,22.296432,Ecuador,M
1968,55,0.018870614,0.090265013,63016,301427,1175115,18.648001,Ecuador,M
1968,60,0.027760101,0.13013065,57328,268734,873689,15.240302,Ecuador,M
1968,65,0.041600898,0.18912213,49868,226703,604956,12.131266,Ecuador,M
1968,70,0.063449837,0.27532309,40437,175463,378253,9.3542557,Ecuador,M
1968,75,0.099901095,0.39968345,29304,117237,202790,6.9203682,Ecuador,M
1968,80,0.15815166,0.56669778,17592,63035,85554,4.8633952,Ecuador,M
1968,85,0.33848038,1,7623,22520,22520,2.954381,Ecuador,M
1978,0,0.087650008,0.082461059,100000,94080,5882462,58.824619,Ecuador,M
1978,1,0.008847297,0.034594797,91754,358778,5788382,63.085953,Ecuador,M
1978,5,0.001854579,0.009225843,88580,440652,5429605,61.296276,Ecuador,M
1978,10,0.002069984,0.010298754,87763,436644,4988954,56.8461,Ecuador,M
1978,15,0.002498424,0.012417663,86859,431705,4552311,52.41058,Ecuador,M
1978,20,0.003010792,0.01494596,85781,425824,4120607,48.036888,Ecuador,M
1978,25,0.003704567,0.0183596,84498,418767,3694783,43.726292,Ecuador,M
1978,30,0.004523074,0.02237251,82947,410280,3276017,39.495476,Ecuador,M
1978,35,0.005473056,0.027010489,81091,400198,2865737,35.339809,Ecuador,M
1978,40,0.00683113,0.033604708,78901,388140,2465540,31.248676,Ecuador,M
1978,45,0.00889793,0.043559439,76250,373275,2077400,27.244883,Ecuador,M
1978,50,0.0120388,0.058503646,72928,354400,1704126,23.367292,Ecuador,M
1978,55,0.016955523,0.081462637,68662,329883,1349726,19.657751,Ecuador,M
1978,60,0.024694381,0.11656359,63068,297697,1019844,16.170557,Ecuador,M
1978,65,0.036705475,0.16866881,55717,256029,722148,12.961102,Ecuador,M
1978,70,0.055871256,0.24632615,46319,204212,466120,10.063267,Ecuador,M
1978,75,0.088779993,0.3632718,34910,142843,261908,7.5025158,Ecuador,M
1978,80,0.1426757,0.52582306,22228,81920,119066,5.3565955,Ecuador,M
1978,85,0.28374237,1,10540,37146,37146,3.5243239,Ecuador,M
1986,0,0.059591305,0.056907546,100000,95497,6331709,63.317081,Ecuador,M
1986,1,0.004848495,0.019160023,94310,372687,6236212,66.125137,Ecuador,M
1986,5,0.001055219,0.005260828,92503,461174,5863526,63.387905,Ecuador,M
1986,10,0.001402202,0.006987494,92016,458536,5402353,58.711239,Ecuador,M
1986,15,0.001891905,0.009416767,91373,454799,4943818,54.106075,Ecuador,M
1986,20,0.002440015,0.012129047,90513,449927,4489019,49.595707,Ecuador,M
1986,25,0.003100162,0.015386331,89415,443771,4039093,45.172718,Ecuador,M
1986,30,0.003816672,0.018910142,88039,436198,3595323,40.837994,Ecuador,M
1986,35,0.004628768,0.022889558,86374,427125,3159125,36.575016,Ecuador,M
1986,40,0.005818969,0.028694117,84397,416172,2732001,32.370907,Ecuador,M
1986,45,0.007683523,0.037722003,81976,402454,2315829,28.250393,Ecuador,M
1986,50,0.010521629,0.051312409,78883,384700,1913375,24.255907,Ecuador,M
1986,55,0.014977861,0.072290681,74836,361193,1528675,20.427227,Ecuador,M
1986,60,0.022035016,0.10464123,69426,329691,1167483,16.816395,Ecuador,M
1986,65,0.033039812,0.15306193,62161,287969,837792,13.477875,Ecuador,M
1986,70,0.051435173,0.2289173,52647,234307,549824,10.443766,Ecuador,M
1986,75,0.084253877,0.347974,40595,167658,315517,7.7724056,Ecuador,M
1986,80,0.14017001,0.51898479,26469,98002,147860,5.5861893,Ecuador,M
1986,85,0.25536323,1,12732,49858,49858,3.9159906,Ecuador,M
1995,0,0.039611734,0.038329083,100000,96762,6685039,66.85038,Ecuador,M
1995,1,0.002327197,0.009255745,96168,382477,6588277,68.508636,Ecuador,M
1995,5,0.000717485,0.003580361,95277,475447,6205800,65.134293,Ecuador,M
1995,10,0.001195954,0.005962656,94936,473321,5730353,60.360252,Ecuador,M
1995,15,0.001819564,0.009058264,94370,469798,5257033,55.706722,Ecuador,M
1995,20,0.002507213,0.012461083,93515,464779,4787235,51.192173,Ecuador,M
1995,25,0.003266922,0.016207533,92350,458157,4322457,46.805325,Ecuador,M
1995,30,0.003984791,0.019735219,90853,449962,3864301,42.533588,Ecuador,M
1995,35,0.004698704,0.02323154,89060,440334,3414340,38.337555,Ecuador,M
1995,40,0.005699739,0.028114114,86991,429085,2974006,34.187538,Ecuador,M
1995,45,0.007305084,0.035896081,84546,415443,2544921,30.101282,Ecuador,M
1995,50,0.009815909,0.047949933,81511,398172,2129478,26.125227,Ecuador,M
1995,55,0.01371365,0.066383392,77602,375647,1731306,22.310074,Ecuador,M
1995,60,0.019699248,0.094049737,72451,345899,1355660,18.711527,Ecuador,M
1995,65,0.028745476,0.13445167,65637,307003,1009761,15.38412,Ecuador,M
1995,70,0.044253234,0.20002225,56812,256786,702758,12.369966,Ecuador,M
1995,75,0.072652616,0.30742499,45449,192311,445973,9.8127975,Ecuador,M
1995,80,0.12280852,0.46980304,31477,120412,253662,8.0588522,Ecuador,M
1995,85,0.12524259,1,16689,133250,133250,7.9845042,Ecuador,M
2005,0,0.022546444,0.022102209,100000,98030,7037459,70.37458,Ecuador,M
2005,1,0.001342861,0.005354092,97790,389896,6939429,70.962715,Ecuador,M
2005,5,0.000486559,0.002429546,97267,485682,6549534,67.336166,Ecuador,M
2005,10,0.000937942,0.004679178,97030,484060,6063852,62.494678,Ecuador,M
2005,15,0.001542749,0.007685287,96576,481099,5579793,57.776257,Ecuador,M
2005,20,0.002192878,0.01090699,95834,476660,5098695,53.203587,Ecuador,M
2005,25,0.002879529,0.014298829,94789,470690,4622035,48.761604,Ecuador,M
2005,30,0.003471055,0.01721189,93434,463306,4151346,44.431236,Ecuador,M
2005,35,0.003992971,0.019775344,91825,454767,3688040,40.163841,Ecuador,M
2005,40,0.004745347,0.023459557,90010,444978,3233274,35.921665,Ecuador,M
2005,45,0.005995024,0.029549954,87898,433254,2788297,31.722155,Ecuador,M
2005,50,0.007954527,0.039027564,85301,418511,2355043,27.608917,Ecuador,M
2005,55,0.010992928,0.053551786,81972,399320,1936533,23.624594,Ecuador,M
2005,60,0.01583676,0.076284371,77582,373703,1537213,19.814205,Ecuador,M
2005,65,0.023423988,0.11088619,71664,339244,1163510,16.235826,Ecuador,M
2005,70,0.037176151,0.17065449,63717,292487,824266,12.936424,Ecuador,M
2005,75,0.0636397,0.27452222,52844,227950,531779,10.063352,Ecuador,M
