"","Age","Cause","Contribution","Period1","Period2","Sex","Country","Sources","e01","e02","Cause.name","Country.name"
"16705",0,6,0.000238237728927345,"1990-1995","1995-2000",1,2250,"CEPAL2004",59.6202836529526,61.6572800691305,"Mental","GUATEMALA"
"16726",10,7,-0.00044680822158747,"1990-1995","1995-2000",1,2250,"CEPAL2004",59.6202836529526,61.6572800691305,"Nervous","GUATEMALA"
"16747",25,8,-0.0172615795983722,"1990-1995","1995-2000",1,2250,"CEPAL2004",59.6202836529526,61.6572800691305,"Endocrine","GUATEMALA"
"16768",40,9,0.00390926626782664,"1990-1995","1995-2000",1,2250,"CEPAL2004",59.6202836529526,61.6572800691305,"Digestive","GUATEMALA"
"16789",55,10,0.000908276867593499,"1990-1995","1995-2000",1,2250,"CEPAL2004",59.6202836529526,61.6572800691305,"Genitourinary","GUATEMALA"
"16810",70,11,0.000909520588664603,"1990-1995","1995-2000",1,2250,"CEPAL2004",59.6202836529526,61.6572800691305,"Perinatal","GUATEMALA"
"16831",0,13,-0.000328743603866855,"1990-1995","1995-2000",1,2250,"CEPAL2004",59.6202836529526,61.6572800691305,"External","GUATEMALA"
"16852",10,14,-0.00330807433758688,"1990-1995","1995-2000",1,2250,"CEPAL2004",59.6202836529526,61.6572800691305,"Homicide","GUATEMALA"
"16873",25,15,0.00220150054134968,"1990-1995","1995-2000",1,2250,"CEPAL2004",59.6202836529526,61.6572800691305,"Rest","GUATEMALA"
"16894",40,2,0.0162900759039212,"1995-2000","2000-2005",1,2250,"CEPAL2004",61.6572800691305,63.8498086701669,"Infectious","GUATEMALA"
"16915",55,3,0.000131998053301876,"1995-2000","2000-2005",1,2250,"CEPAL2004",61.6572800691305,63.8498086701669,"Neoplasms","GUATEMALA"
"16936",70,4,0.0463436302946544,"1995-2000","2000-2005",1,2250,"CEPAL2004",61.6572800691305,63.8498086701669,"Circulatory","GUATEMALA"
"16957",0,6,0.00117668086451163,"1995-2000","2000-2005",1,2250,"CEPAL2004",61.6572800691305,63.8498086701669,"Mental","GUATEMALA"
"16978",10,7,-7.7573328132705e-05,"1995-2000","2000-2005",1,2250,"CEPAL2004",61.6572800691305,63.8498086701669,"Nervous","GUATEMALA"
"16999",25,8,-0.00453608912250287,"1995-2000","2000-2005",1,2250,"CEPAL2004",61.6572800691305,63.8498086701669,"Endocrine","GUATEMALA"
"17020",40,9,-0.00088405137769216,"1995-2000","2000-2005",1,2250,"CEPAL2004",61.6572800691305,63.8498086701669,"Digestive","GUATEMALA"
"17041",55,10,-0.00563764013560106,"1995-2000","2000-2005",1,2250,"CEPAL2004",61.6572800691305,63.8498086701669,"Genitourinary","GUATEMALA"
"17062",70,11,0.00125682949404276,"1995-2000","2000-2005",1,2250,"CEPAL2004",61.6572800691305,63.8498086701669,"Perinatal","GUATEMALA"
"17083",0,13,-0.00371409896608195,"1995-2000","2000-2005",1,2250,"CEPAL2004",61.6572800691305,63.8498086701669,"External","GUATEMALA"
"17104",10,14,-0.00511377284335981,"1995-2000","2000-2005",1,2250,"CEPAL2004",61.6572800691305,63.8498086701669,"Homicide","GUATEMALA"
"17125",25,15,0.0010067279420319,"1995-2000","2000-2005",1,2250,"CEPAL2004",61.6572800691305,63.8498086701669,"Rest","GUATEMALA"
"17146",40,2,-0.00826395797730096,"2000-2005","2005-2010",1,2250,"CEPAL2004",63.8498086701669,64.944064128461,"Infectious","GUATEMALA"
"17167",55,3,-0.00327487956007664,"2000-2005","2005-2010",1,2250,"CEPAL2004",63.8498086701669,64.944064128461,"Neoplasms","GUATEMALA"
"17188",70,4,-0.0128549909221066,"2000-2005","2005-2010",1,2250,"CEPAL2004",63.8498086701669,64.944064128461,"Circulatory","GUATEMALA"
"17209",0,6,6.71251952251434e-05,"2000-2005","2005-2010",1,2250,"CEPAL2004",63.8498086701669,64.944064128461,"Mental","GUATEMALA"
"17230",10,7,-0.00129327642058638,"2000-2005","2005-2010",1,2250,"CEPAL2004",63.8498086701669,64.944064128461,"Nervous","GUATEMALA"
"17251",25,8,0.0398654698307466,"2000-2005","2005-2010",1,2250,"CEPAL2004",63.8498086701669,64.944064128461,"Endocrine","GUATEMALA"
"17272",40,9,0.0155481095461334,"2000-2005","2005-2010",1,2250,"CEPAL2004",63.8498086701669,64.944064128461,"Digestive","GUATEMALA"
"17293",55,10,-0.0104147847756255,"2000-2005","2005-2010",1,2250,"CEPAL2004",63.8498086701669,64.944064128461,"Genitourinary","GUATEMALA"
"17314",70,11,0.000207311459763744,"2000-2005","2005-2010",1,2250,"CEPAL2004",63.8498086701669,64.944064128461,"Perinatal","GUATEMALA"
"17335",0,13,0.00729630858694716,"2000-2005","2005-2010",1,2250,"CEPAL2004",63.8498086701669,64.944064128461,"External","GUATEMALA"
"17356",10,14,-0.00489918732675531,"2000-2005","2005-2010",1,2250,"CEPAL2004",63.8498086701669,64.944064128461,"Homicide","GUATEMALA"
"17377",25,15,0.00156724752674976,"2000-2005","2005-2010",1,2250,"CEPAL2004",63.8498086701669,64.944064128461,"Rest","GUATEMALA"
"17398",40,2,0.0121523147409573,"2005-2010","2010-2015",1,2250,"CEPAL2004",64.944064128461,65.9887694855896,"Infectious","GUATEMALA"
"17419",55,3,0.0093945313930665,"2005-2010","2010-2015",1,2250,"CEPAL2004",64.944064128461,65.9887694855896,"Neoplasms","GUATEMALA"
"17440",70,4,-0.0039835107514359,"2005-2010","2010-2015",1,2250,"CEPAL2004",64.944064128461,65.9887694855896,"Circulatory","GUATEMALA"
"17461",0,6,-6.13447188439421e-06,"2005-2010","2010-2015",1,2250,"CEPAL2004",64.944064128461,65.9887694855896,"Mental","GUATEMALA"
"17482",10,7,-0.000402332930279578,"2005-2010","2010-2015",1,2250,"CEPAL2004",64.944064128461,65.9887694855896,"Nervous","GUATEMALA"
"17503",25,8,0.00388662558882879,"2005-2010","2010-2015",1,2250,"CEPAL2004",64.944064128461,65.9887694855896,"Endocrine","GUATEMALA"
"17524",40,9,-0.00511017368285413,"2005-2010","2010-2015",1,2250,"CEPAL2004",64.944064128461,65.9887694855896,"Digestive","GUATEMALA"
"17545",55,10,-0.00993424929911345,"2005-2010","2010-2015",1,2250,"CEPAL2004",64.944064128461,65.9887694855896,"Genitourinary","GUATEMALA"
"17566",70,11,-0.000285091892344261,"2005-2010","2010-2015",1,2250,"CEPAL2004",64.944064128461,65.9887694855896,"Perinatal","GUATEMALA"
"17587",0,13,-0.00552248237126197,"2005-2010","2010-2015",1,2250,"CEPAL2004",64.944064128461,65.9887694855896,"External","GUATEMALA"
"17608",10,14,0.00303526423543122,"2005-2010","2010-2015",1,2250,"CEPAL2004",64.944064128461,65.9887694855896,"Homicide","GUATEMALA"
"17629",25,15,0.000586062884354233,"2005-2010","2010-2015",1,2250,"CEPAL2004",64.944064128461,65.9887694855896,"Rest","GUATEMALA"
"17650",40,2,0.0326830617195232,"1990-1995","1995-2000",2,2250,"CEPAL2004",65.1425665850384,67.9082067460509,"Infectious","GUATEMALA"
"17671",55,3,-0.0324828808997543,"1990-1995","1995-2000",2,2250,"CEPAL2004",65.1425665850384,67.9082067460509,"Neoplasms","GUATEMALA"
"17692",70,4,0.00856776669057032,"1990-1995","1995-2000",2,2250,"CEPAL2004",65.1425665850384,67.9082067460509,"Circulatory","GUATEMALA"
"17713",0,6,0.000184898234714654,"1990-1995","1995-2000",2,2250,"CEPAL2004",65.1425665850384,67.9082067460509,"Mental","GUATEMALA"
"17734",10,7,0.00242700709090924,"1990-1995","1995-2000",2,2250,"CEPAL2004",65.1425665850384,67.9082067460509,"Nervous","GUATEMALA"
"17755",25,8,0.00806104541286101,"1990-1995","1995-2000",2,2250,"CEPAL2004",65.1425665850384,67.9082067460509,"Endocrine","GUATEMALA"
"17776",40,9,0.00770555050660018,"1990-1995","1995-2000",2,2250,"CEPAL2004",65.1425665850384,67.9082067460509,"Digestive","GUATEMALA"
"17797",55,10,0.00335060835948352,"1990-1995","1995-2000",2,2250,"CEPAL2004",65.1425665850384,67.9082067460509,"Genitourinary","GUATEMALA"
"17818",70,11,0.00118934526203797,"1990-1995","1995-2000",2,2250,"CEPAL2004",65.1425665850384,67.9082067460509,"Perinatal","GUATEMALA"
"17839",0,13,0.00406684883218601,"1990-1995","1995-2000",2,2250,"CEPAL2004",65.1425665850384,67.9082067460509,"External","GUATEMALA"
"17860",10,14,-0.00224172728558731,"1990-1995","1995-2000",2,2250,"CEPAL2004",65.1425665850384,67.9082067460509,"Homicide","GUATEMALA"
"17881",25,15,0.0144473739821727,"1990-1995","1995-2000",2,2250,"CEPAL2004",65.1425665850384,67.9082067460509,"Rest","GUATEMALA"
"17902",40,2,0.017773316385413,"1995-2000","2000-2005",2,2250,"CEPAL2004",67.9082067460509,69.9102993661789,"Infectious","GUATEMALA"
"17923",55,3,0.00966681042030059,"1995-2000","2000-2005",2,2250,"CEPAL2004",67.9082067460509,69.9102993661789,"Neoplasms","GUATEMALA"
"17944",70,4,0.0459292115524736,"1995-2000","2000-2005",2,2250,"CEPAL2004",67.9082067460509,69.9102993661789,"Circulatory","GUATEMALA"
"17965",0,6,0.000301793974660188,"1995-2000","2000-2005",2,2250,"CEPAL2004",67.9082067460509,69.9102993661789,"Mental","GUATEMALA"
"17986",10,7,-0.00064463191554157,"1995-2000","2000-2005",2,2250,"CEPAL2004",67.9082067460509,69.9102993661789,"Nervous","GUATEMALA"
"18007",25,8,0.00223961773839375,"1995-2000","2000-2005",2,2250,"CEPAL2004",67.9082067460509,69.9102993661789,"Endocrine","GUATEMALA"
"18028",40,9,0.00439373023332846,"1995-2000","2000-2005",2,2250,"CEPAL2004",67.9082067460509,69.9102993661789,"Digestive","GUATEMALA"
"18049",55,10,-0.00374055251835221,"1995-2000","2000-2005",2,2250,"CEPAL2004",67.9082067460509,69.9102993661789,"Genitourinary","GUATEMALA"
"18070",70,11,0.000960109877254707,"1995-2000","2000-2005",2,2250,"CEPAL2004",67.9082067460509,69.9102993661789,"Perinatal","GUATEMALA"
"18091",0,13,-0.0011416527173205,"1995-2000","2000-2005",2,2250,"CEPAL2004",67.9082067460509,69.9102993661789,"External","GUATEMALA"
"18112",10,14,-0.0012357357261931,"1995-2000","2000-2005",2,2250,"CEPAL2004",67.9082067460509,69.9102993661789,"Homicide","GUATEMALA"
"18133",25,15,0.0068629338539663,"1995-2000","2000-2005",2,2250,"CEPAL2004",67.9082067460509,69.9102993661789,"Rest","GUATEMALA"
"18154",40,2,-0.00702484773023557,"2000-2005","2005-2010",2,2250,"CEPAL2004",69.9102993661789,70.9005663930214,"Infectious","GUATEMALA"
"18175",55,3,0.0066216040493247,"2000-2005","2005-2010",2,2250,"CEPAL2004",69.9102993661789,70.9005663930214,"Neoplasms","GUATEMALA"
"18196",70,4,-0.00132145261331369,"2000-2005","2005-2010",2,2250,"CEPAL2004",69.9102993661789,70.9005663930214,"Circulatory","GUATEMALA"
"18217",0,6,-6.49588658769596e-06,"2000-2005","2005-2010",2,2250,"CEPAL2004",69.9102993661789,70.9005663930214,"Mental","GUATEMALA"
"18238",10,7,0.00091067884944655,"2000-2005","2005-2010",2,2250,"CEPAL2004",69.9102993661789,70.9005663930214,"Nervous","GUATEMALA"
"18259",25,8,0.0115572823517995,"2000-2005","2005-2010",2,2250,"CEPAL2004",69.9102993661789,70.9005663930214,"Endocrine","GUATEMALA"
"18280",40,9,0.00143577869717579,"2000-2005","2005-2010",2,2250,"CEPAL2004",69.9102993661789,70.9005663930214,"Digestive","GUATEMALA"
"18301",55,10,-0.0107264097718305,"2000-2005","2005-2010",2,2250,"CEPAL2004",69.9102993661789,70.9005663930214,"Genitourinary","GUATEMALA"
"18322",70,11,-0.000186960908250432,"2000-2005","2005-2010",2,2250,"CEPAL2004",69.9102993661789,70.9005663930214,"Perinatal","GUATEMALA"
"18343",0,13,0.00452459316846822,"2000-2005","2005-2010",2,2250,"CEPAL2004",69.9102993661789,70.9005663930214,"External","GUATEMALA"
"18364",10,14,-0.0046723199888618,"2000-2005","2005-2010",2,2250,"CEPAL2004",69.9102993661789,70.9005663930214,"Homicide","GUATEMALA"
"18385",25,15,0.00121660694019686,"2000-2005","2005-2010",2,2250,"CEPAL2004",69.9102993661789,70.9005663930214,"Rest","GUATEMALA"
"18406",40,2,0.00792580695341629,"2005-2010","2010-2015",2,2250,"CEPAL2004",70.9005663930214,71.8316861348697,"Infectious","GUATEMALA"
"18427",55,3,0.00589297296752004,"2005-2010","2010-2015",2,2250,"CEPAL2004",70.9005663930214,71.8316861348697,"Neoplasms","GUATEMALA"
"18448",70,4,0.00639794044023667,"2005-2010","2010-2015",2,2250,"CEPAL2004",70.9005663930214,71.8316861348697,"Circulatory","GUATEMALA"
"18469",0,6,0.000162473517337289,"2005-2010","2010-2015",2,2250,"CEPAL2004",70.9005663930214,71.8316861348697,"Mental","GUATEMALA"
"18490",10,7,-0.00237502632662663,"2005-2010","2010-2015",2,2250,"CEPAL2004",70.9005663930214,71.8316861348697,"Nervous","GUATEMALA"
"18511",25,8,0.00162188194402623,"2005-2010","2010-2015",2,2250,"CEPAL2004",70.9005663930214,71.8316861348697,"Endocrine","GUATEMALA"
"18532",40,9,-0.00289070341066847,"2005-2010","2010-2015",2,2250,"CEPAL2004",70.9005663930214,71.8316861348697,"Digestive","GUATEMALA"
"18553",55,10,-0.00418620379368534,"2005-2010","2010-2015",2,2250,"CEPAL2004",70.9005663930214,71.8316861348697,"Genitourinary","GUATEMALA"
"18574",70,11,-8.57074327309474e-05,"2005-2010","2010-2015",2,2250,"CEPAL2004",70.9005663930214,71.8316861348697,"Perinatal","GUATEMALA"
"18595",0,13,-8.90502556484548e-05,"2005-2010","2010-2015",2,2250,"CEPAL2004",70.9005663930214,71.8316861348697,"External","GUATEMALA"
"18616",10,14,0.00237770359819513,"2005-2010","2010-2015",2,2250,"CEPAL2004",70.9005663930214,71.8316861348697,"Homicide","GUATEMALA"
"18637",25,15,-0.00189921629068664,"2005-2010","2010-2015",2,2250,"CEPAL2004",70.9005663930214,71.8316861348697,"Rest","GUATEMALA"
"18659",45,2,-0.000424090140273484,"1995-2000","2000-2005",1,2270,"CEPAL2004",55.2161288224846,57.0136646663381,"Infectious","HAITI"
"18680",60,3,-0.00200219229110883,"1995-2000","2000-2005",1,2270,"CEPAL2004",55.2161288224846,57.0136646663381,"Neoplasms","HAITI"
"18701",75,4,-0.0180526805515937,"1995-2000","2000-2005",1,2270,"CEPAL2004",55.2161288224846,57.0136646663381,"Circulatory","HAITI"
"18722",1,6,0.00658960389372167,"1995-2000","2000-2005",1,2270,"CEPAL2004",55.2161288224846,57.0136646663381,"Mental","HAITI"
"18743",15,7,0.00100732360100108,"1995-2000","2000-2005",1,2270,"CEPAL2004",55.2161288224846,57.0136646663381,"Nervous","HAITI"
"18764",30,8,-0.00911340042132398,"1995-2000","2000-2005",1,2270,"CEPAL2004",55.2161288224846,57.0136646663381,"Endocrine","HAITI"
"18785",45,9,-0.0303681443981167,"1995-2000","2000-2005",1,2270,"CEPAL2004",55.2161288224846,57.0136646663381,"Digestive","HAITI"
"18806",60,10,0.00860452924329483,"1995-2000","2000-2005",1,2270,"CEPAL2004",55.2161288224846,57.0136646663381,"Genitourinary","HAITI"
"18827",75,11,0,"1995-2000","2000-2005",1,2270,"CEPAL2004",55.2161288224846,57.0136646663381,"Perinatal","HAITI"
"18848",1,13,-0.0347904632943394,"1995-2000","2000-2005",1,2270,"CEPAL2004",55.2161288224846,57.0136646663381,"External","HAITI"
"18869",15,14,-0.0184850283264213,"1995-2000","2000-2005",1,2270,"CEPAL2004",55.2161288224846,57.0136646663381,"Homicide","HAITI"
"18890",30,15,0.00626390131042071,"1995-2000","2000-2005",1,2270,"CEPAL2004",55.2161288224846,57.0136646663381,"Rest","HAITI"
"18911",45,2,0.0706334585809056,"1995-2000","2000-2005",2,2270,"CEPAL2004",57.8901889750924,59.6680488183461,"Infectious","HAITI"
"18932",60,3,-0.0083439412372309,"1995-2000","2000-2005",2,2270,"CEPAL2004",57.8901889750924,59.6680488183461,"Neoplasms","HAITI"
"18953",75,4,-0.0396003494691901,"1995-2000","2000-2005",2,2270,"CEPAL2004",57.8901889750924,59.6680488183461,"Circulatory","HAITI"
"18974",1,6,0,"1995-2000","2000-2005",2,2270,"CEPAL2004",57.8901889750924,59.6680488183461,"Mental","HAITI"
"18995",15,7,-0.00192207835448981,"1995-2000","2000-2005",2,2270,"CEPAL2004",57.8901889750924,59.6680488183461,"Nervous","HAITI"
"19016",30,8,-0.00503682390083138,"1995-2000","2000-2005",2,2270,"CEPAL2004",57.8901889750924,59.6680488183461,"Endocrine","HAITI"
"19037",45,9,-0.00743193503657002,"1995-2000","2000-2005",2,2270,"CEPAL2004",57.8901889750924,59.6680488183461,"Digestive","HAITI"
"19058",60,10,-0.0012776717251328,"1995-2000","2000-2005",2,2270,"CEPAL2004",57.8901889750924,59.6680488183461,"Genitourinary","HAITI"
"19079",75,11,0,"1995-2000","2000-2005",2,2270,"CEPAL2004",57.8901889750924,59.6680488183461,"Perinatal","HAITI"
"19100",1,13,0.00945896447353157,"1995-2000","2000-2005",2,2270,"CEPAL2004",57.8901889750924,59.6680488183461,"External","HAITI"
"19121",15,14,-0.00880331131195928,"1995-2000","2000-2005",2,2270,"CEPAL2004",57.8901889750924,59.6680488183461,"Homicide","HAITI"
"19142",30,15,0.01161170348443,"1995-2000","2000-2005",2,2270,"CEPAL2004",57.8901889750924,59.6680488183461,"Rest","HAITI"
"19164",50,2,-0.0543714291709448,"1990-1995","2005-2010",1,2280,"CEPAL2004",63.9647937325904,67.6201027846712,"Infectious","HONDURAS"
"19185",65,3,0.00512191908299866,"1990-1995","2005-2010",1,2280,"CEPAL2004",63.9647937325904,67.6201027846712,"Neoplasms","HONDURAS"
"19206",80,4,-9.93768976685821e-17,"1990-1995","2005-2010",1,2280,"CEPAL2004",63.9647937325904,67.6201027846712,"Circulatory","HONDURAS"
"19227",5,6,-0.00271295634026239,"1990-1995","2005-2010",1,2280,"CEPAL2004",63.9647937325904,67.6201027846712,"Mental","HONDURAS"
"19248",20,7,0.000369652053025934,"1990-1995","2005-2010",1,2280,"CEPAL2004",63.9647937325904,67.6201027846712,"Nervous","HONDURAS"
"19269",35,8,0.00729887845802034,"1990-1995","2005-2010",1,2280,"CEPAL2004",63.9647937325904,67.6201027846712,"Endocrine","HONDURAS"
"19290",50,9,-0.0360517276049403,"1990-1995","2005-2010",1,2280,"CEPAL2004",63.9647937325904,67.6201027846712,"Digestive","HONDURAS"
"19311",65,10,-0.0271943985011177,"1990-1995","2005-2010",1,2280,"CEPAL2004",63.9647937325904,67.6201027846712,"Genitourinary","HONDURAS"
"19332",80,11,6.21093345615971e-18,"1990-1995","2005-2010",1,2280,"CEPAL2004",63.9647937325904,67.6201027846712,"Perinatal","HONDURAS"
"19353",5,13,0.0661771637830704,"1990-1995","2005-2010",1,2280,"CEPAL2004",63.9647937325904,67.6201027846712,"External","HONDURAS"
"19374",20,14,0.100934128213747,"1990-1995","2005-2010",1,2280,"CEPAL2004",63.9647937325904,67.6201027846712,"Homicide","HONDURAS"
"19395",35,15,0.00602848443195974,"1990-1995","2005-2010",1,2280,"CEPAL2004",63.9647937325904,67.6201027846712,"Rest","HONDURAS"
"19416",50,2,0.0210712565709978,"2005-2010","2010-2015",1,2280,"CEPAL2004",67.6201027846712,68.4613313011317,"Infectious","HONDURAS"
"19437",65,3,-0.0163274602185125,"2005-2010","2010-2015",1,2280,"CEPAL2004",67.6201027846712,68.4613313011317,"Neoplasms","HONDURAS"
"19458",80,4,-3.49274152140988e-16,"2005-2010","2010-2015",1,2280,"CEPAL2004",67.6201027846712,68.4613313011317,"Circulatory","HONDURAS"
"19479",5,6,0.00280123603159187,"2005-2010","2010-2015",1,2280,"CEPAL2004",67.6201027846712,68.4613313011317,"Mental","HONDURAS"
"19500",20,7,0.00481891138416684,"2005-2010","2010-2015",1,2280,"CEPAL2004",67.6201027846712,68.4613313011317,"Nervous","HONDURAS"
"19521",35,8,0.00756188326419501,"2005-2010","2010-2015",1,2280,"CEPAL2004",67.6201027846712,68.4613313011317,"Endocrine","HONDURAS"
"19542",50,9,-0.00758052641825512,"2005-2010","2010-2015",1,2280,"CEPAL2004",67.6201027846712,68.4613313011317,"Digestive","HONDURAS"
"19563",65,10,0.00506375528126432,"2005-2010","2010-2015",1,2280,"CEPAL2004",67.6201027846712,68.4613313011317,"Genitourinary","HONDURAS"
"19584",80,11,0,"2005-2010","2010-2015",1,2280,"CEPAL2004",67.6201027846712,68.4613313011317,"Perinatal","HONDURAS"
"19605",5,13,-0.0077781893692745,"2005-2010","2010-2015",1,2280,"CEPAL2004",67.6201027846712,68.4613313011317,"External","HONDURAS"
"19626",20,14,-0.0138143904830798,"2005-2010","2010-2015",1,2280,"CEPAL2004",67.6201027846712,68.4613313011317,"Homicide","HONDURAS"
"19647",35,15,0.00319578512828488,"2005-2010","2010-2015",1,2280,"CEPAL2004",67.6201027846712,68.4613313011317,"Rest","HONDURAS"
"19668",50,2,-0.0108040255955232,"1990-1995","2005-2010",2,2280,"CEPAL2004",67.774313124181,71.2037120016952,"Infectious","HONDURAS"
"19689",65,3,0.0436623729901761,"1990-1995","2005-2010",2,2280,"CEPAL2004",67.774313124181,71.2037120016952,"Neoplasms","HONDURAS"
"19710",80,4,0,"1990-1995","2005-2010",2,2280,"CEPAL2004",67.774313124181,71.2037120016952,"Circulatory","HONDURAS"
"19731",5,6,0,"1990-1995","2005-2010",2,2280,"CEPAL2004",67.774313124181,71.2037120016952,"Mental","HONDURAS"
"19752",20,7,-0.00061756265263218,"1990-1995","2005-2010",2,2280,"CEPAL2004",67.774313124181,71.2037120016952,"Nervous","HONDURAS"
"19773",35,8,-0.048284194587455,"1990-1995","2005-2010",2,2280,"CEPAL2004",67.774313124181,71.2037120016952,"Endocrine","HONDURAS"
"19794",50,9,0.0109781503365102,"1990-1995","2005-2010",2,2280,"CEPAL2004",67.774313124181,71.2037120016952,"Digestive","HONDURAS"
"19815",65,10,-0.017488491226169,"1990-1995","2005-2010",2,2280,"CEPAL2004",67.774313124181,71.2037120016952,"Genitourinary","HONDURAS"
"19836",80,11,0,"1990-1995","2005-2010",2,2280,"CEPAL2004",67.774313124181,71.2037120016952,"Perinatal","HONDURAS"
"19857",5,13,0.020824725872332,"1990-1995","2005-2010",2,2280,"CEPAL2004",67.774313124181,71.2037120016952,"External","HONDURAS"
"19878",20,14,0.0186358612235475,"1990-1995","2005-2010",2,2280,"CEPAL2004",67.774313124181,71.2037120016952,"Homicide","HONDURAS"
"19899",35,15,0.0289877609984867,"1990-1995","2005-2010",2,2280,"CEPAL2004",67.774313124181,71.2037120016952,"Rest","HONDURAS"
"19920",50,2,0.00116202363490734,"2005-2010","2010-2015",2,2280,"CEPAL2004",71.2037120016952,71.967373628784,"Infectious","HONDURAS"
"19941",65,3,-0.0040872272982791,"2005-2010","2010-2015",2,2280,"CEPAL2004",71.2037120016952,71.967373628784,"Neoplasms","HONDURAS"
"19962",80,4,0,"2005-2010","2010-2015",2,2280,"CEPAL2004",71.2037120016952,71.967373628784,"Circulatory","HONDURAS"
"19983",5,6,0,"2005-2010","2010-2015",2,2280,"CEPAL2004",71.2037120016952,71.967373628784,"Mental","HONDURAS"
"20004",20,7,0.0128788767151265,"2005-2010","2010-2015",2,2280,"CEPAL2004",71.2037120016952,71.967373628784,"Nervous","HONDURAS"
"20025",35,8,0.00306268499616185,"2005-2010","2010-2015",2,2280,"CEPAL2004",71.2037120016952,71.967373628784,"Endocrine","HONDURAS"
"20046",50,9,-0.0149119659374527,"2005-2010","2010-2015",2,2280,"CEPAL2004",71.2037120016952,71.967373628784,"Digestive","HONDURAS"
"20067",65,10,0.00293145300058241,"2005-2010","2010-2015",2,2280,"CEPAL2004",71.2037120016952,71.967373628784,"Genitourinary","HONDURAS"
"20088",80,11,0,"2005-2010","2010-2015",2,2280,"CEPAL2004",71.2037120016952,71.967373628784,"Perinatal","HONDURAS"
"20109",5,13,-0.000840408857162059,"2005-2010","2010-2015",2,2280,"CEPAL2004",71.2037120016952,71.967373628784,"External","HONDURAS"
"20130",20,14,0.00111436510514074,"2005-2010","2010-2015",2,2280,"CEPAL2004",71.2037120016952,71.967373628784,"Homicide","HONDURAS"
"20151",35,15,0.000783899654172415,"2005-2010","2010-2015",2,2280,"CEPAL2004",71.2037120016952,71.967373628784,"Rest","HONDURAS"
"20173",55,2,0.0108664992626564,"1990-1995","1995-2000",1,2310,"CEPAL2004",66.6381022458258,67.4606561283946,"Infectious","MEXICO"
"20194",70,3,-0.00118070909181391,"1990-1995","1995-2000",1,2310,"CEPAL2004",66.6381022458258,67.4606561283946,"Neoplasms","MEXICO"
"20215",0,5,0.0196180156025884,"1990-1995","1995-2000",1,2310,"CEPAL2004",66.6381022458258,67.4606561283946,"Abnormal","MEXICO"
"20236",10,6,-2.50368246744723e-05,"1990-1995","1995-2000",1,2310,"CEPAL2004",66.6381022458258,67.4606561283946,"Mental","MEXICO"
"20257",25,7,-0.00103336752221627,"1990-1995","1995-2000",1,2310,"CEPAL2004",66.6381022458258,67.4606561283946,"Nervous","MEXICO"
"20278",40,8,0.00420343860291871,"1990-1995","1995-2000",1,2310,"CEPAL2004",66.6381022458258,67.4606561283946,"Endocrine","MEXICO"
"20299",55,9,0.00392097047224669,"1990-1995","1995-2000",1,2310,"CEPAL2004",66.6381022458258,67.4606561283946,"Digestive","MEXICO"
"20320",70,10,0.00491880541630715,"1990-1995","1995-2000",1,2310,"CEPAL2004",66.6381022458258,67.4606561283946,"Genitourinary","MEXICO"
"20341",0,12,0.0968514731150977,"1990-1995","1995-2000",1,2310,"CEPAL2004",66.6381022458258,67.4606561283946,"Respiratory","MEXICO"
"20362",10,13,0.00536017395433348,"1990-1995","1995-2000",1,2310,"CEPAL2004",66.6381022458258,67.4606561283946,"External","MEXICO"
"20383",25,14,0.0268424829906834,"1990-1995","1995-2000",1,2310,"CEPAL2004",66.6381022458258,67.4606561283946,"Homicide","MEXICO"
"20404",40,15,0.0013013426440224,"1990-1995","1995-2000",1,2310,"CEPAL2004",66.6381022458258,67.4606561283946,"Rest","MEXICO"
"20425",55,2,0.00329842359283646,"1995-2000","2000-2005",1,2310,"CEPAL2004",67.4606561283946,68.2431179123209,"Infectious","MEXICO"
"20446",70,3,0.000757720959848513,"1995-2000","2000-2005",1,2310,"CEPAL2004",67.4606561283946,68.2431179123209,"Neoplasms","MEXICO"
"20467",0,5,0.0171171030863031,"1995-2000","2000-2005",1,2310,"CEPAL2004",67.4606561283946,68.2431179123209,"Abnormal","MEXICO"
"20488",10,6,9.32482934907335e-05,"1995-2000","2000-2005",1,2310,"CEPAL2004",67.4606561283946,68.2431179123209,"Mental","MEXICO"
"20509",25,7,-0.0012092233786663,"1995-2000","2000-2005",1,2310,"CEPAL2004",67.4606561283946,68.2431179123209,"Nervous","MEXICO"
"20530",40,8,0.00596222883620263,"1995-2000","2000-2005",1,2310,"CEPAL2004",67.4606561283946,68.2431179123209,"Endocrine","MEXICO"
"20551",55,9,0.0100741293966559,"1995-2000","2000-2005",1,2310,"CEPAL2004",67.4606561283946,68.2431179123209,"Digestive","MEXICO"
"20572",70,10,0.0023076375263977,"1995-2000","2000-2005",1,2310,"CEPAL2004",67.4606561283946,68.2431179123209,"Genitourinary","MEXICO"
"20593",0,12,0.117210412496457,"1995-2000","2000-2005",1,2310,"CEPAL2004",67.4606561283946,68.2431179123209,"Respiratory","MEXICO"
"20614",10,13,0.00587004501169818,"1995-2000","2000-2005",1,2310,"CEPAL2004",67.4606561283946,68.2431179123209,"External","MEXICO"
"20635",25,14,0.036791881282361,"1995-2000","2000-2005",1,2310,"CEPAL2004",67.4606561283946,68.2431179123209,"Homicide","MEXICO"
