"","Cause","Period1","Period2","Sex","Country","Sources","Change","Contribution","Prop","Country.name","Cause.name","Change","Contribution","Prop"
"803",6,"1995-2000","2000-2005",1,2170,"CEPAL2004",1.2412733430956,0.0118917518073061,0.958028453076204,"DOMINICAN REPUBLIC","Mental",1.32157769335247,0.000673254722689759,0.0509432571445651
"804",7,"1995-2000","2000-2005",1,2170,"CEPAL2004",1.2412733430956,0.0489409026562492,3.94279816999824,"DOMINICAN REPUBLIC","Nervous",1.32157769335247,0.031872679355816,2.41171438623212
"805",8,"1995-2000","2000-2005",1,2170,"CEPAL2004",1.2412733430956,0.0789105465442594,6.35722558477451,"DOMINICAN REPUBLIC","Endocrine",1.32157769335247,0.035188719452527,2.66262964557636
"806",9,"1995-2000","2000-2005",1,2170,"CEPAL2004",1.2412733430956,0.107831056902861,8.68713225033433,"DOMINICAN REPUBLIC","Digestive",1.32157769335247,0.090256457542474,6.82944771211437
"807",10,"1995-2000","2000-2005",1,2170,"CEPAL2004",1.2412733430956,0.0200183952787506,1.61273061973819,"DOMINICAN REPUBLIC","Genitourinary",1.32157769335247,0.0194497092127065,1.4717038060296
"808",11,"1995-2000","2000-2005",1,2170,"CEPAL2004",1.2412733430956,-0.125583331654662,-10.1172986879321,"DOMINICAN REPUBLIC","Perinatal",1.32157769335247,-0.0949875382859281,-7.18743504553045
"809",12,"1995-2000","2000-2005",1,2170,"CEPAL2004",1.2412733430956,0.0352118551779643,2.83675270832368,"DOMINICAN REPUBLIC","Respiratory",1.32157769335247,0.0502978956466602,3.80589774628148
"810",13,"1995-2000","2000-2005",1,2170,"CEPAL2004",1.2412733430956,-0.174471088105457,-14.0558152703373,"DOMINICAN REPUBLIC","External",1.32157769335247,0.027125505359113,2.0525093224223
"811",14,"1995-2000","2000-2005",1,2170,"CEPAL2004",1.2412733430956,0.0985736916822655,7.94133638900465,"DOMINICAN REPUBLIC","Homicide",1.32157769335247,0.00657031069214841,0.497156597390911
"812",15,"1995-2000","2000-2005",1,2170,"CEPAL2004",1.2412733430956,0.0454167311752053,3.6588823427031,"DOMINICAN REPUBLIC","Rest",1.32157769335247,0.0463249738774749,3.50527813162173
"813",2,"2000-2005","2005-2010",1,2170,"CEPAL2004",1.10056743758255,0.379449228724072,34.4775990790305,"DOMINICAN REPUBLIC","Infectious",1.17054505085758,0.304874463219552,26.0455129852704
"814",3,"2000-2005","2005-2010",1,2170,"CEPAL2004",1.10056743758255,0.0126345461999901,1.1480029090941,"DOMINICAN REPUBLIC","Neoplasms",1.17054505085758,0.0500325742637387,4.27429719403649
"815",4,"2000-2005","2005-2010",1,2170,"CEPAL2004",1.10056743758255,-0.0888743768815899,-8.07532313302004,"DOMINICAN REPUBLIC","Circulatory",1.17054505085758,0.0112503930711028,0.961124312375709
"816",5,"2000-2005","2005-2010",1,2170,"CEPAL2004",1.10056743758255,0.323753912251459,29.4169990130363,"DOMINICAN REPUBLIC","Abnormal",1.17054505085758,0.332771928224656,28.4288014357803
"817",6,"2000-2005","2005-2010",1,2170,"CEPAL2004",1.10056743758255,0.00883645679106746,0.802900075844251,"DOMINICAN REPUBLIC","Mental",1.17054505085758,-0.00464301443123396,-0.396654056828682
"818",7,"2000-2005","2005-2010",1,2170,"CEPAL2004",1.10056743758255,0.0336283550906686,3.05554697897793,"DOMINICAN REPUBLIC","Nervous",1.17054505085758,0.0284578139874665,2.43115922506505
"819",8,"2000-2005","2005-2010",1,2170,"CEPAL2004",1.10056743758255,0.0564066933566923,5.1252373485256,"DOMINICAN REPUBLIC","Endocrine",1.17054505085758,0.115578554849488,9.87390914726526
"820",9,"2000-2005","2005-2010",1,2170,"CEPAL2004",1.10056743758255,0.13184503208349,11.979732234591,"DOMINICAN REPUBLIC","Digestive",1.17054505085758,0.117635479892352,10.0496328446451
"821",10,"2000-2005","2005-2010",1,2170,"CEPAL2004",1.10056743758255,0.000381488105376197,0.0346628559367659,"DOMINICAN REPUBLIC","Genitourinary",1.17054505085758,0.00347710216074509,0.297049836586609
"822",11,"2000-2005","2005-2010",1,2170,"CEPAL2004",1.10056743758255,0.354148369207735,32.1787068301455,"DOMINICAN REPUBLIC","Perinatal",1.17054505085758,0.300142340994277,25.6412464239955
"823",12,"2000-2005","2005-2010",1,2170,"CEPAL2004",1.10056743758255,-0.0248549700425986,-2.25837774168511,"DOMINICAN REPUBLIC","Respiratory",1.17054505085758,-0.0306896434612068,-2.62182505822586
"824",13,"2000-2005","2005-2010",1,2170,"CEPAL2004",1.10056743758255,0.0524454194569359,4.76530721026369,"DOMINICAN REPUBLIC","External",1.17054505085758,-0.0729162414967842,-6.22925546038259
"825",14,"2000-2005","2005-2010",1,2170,"CEPAL2004",1.10056743758255,-0.167150693263423,-15.1876829674861,"DOMINICAN REPUBLIC","Homicide",1.17054505085758,-0.0165949196097784,-1.41770875009214
"826",15,"2000-2005","2005-2010",1,2170,"CEPAL2004",1.10056743758255,0.0279179765026842,2.53668930674591,"DOMINICAN REPUBLIC","Rest",1.17054505085758,0.0311682191932216,2.66270992050982
"827",2,"2005-2010","2010-2015",1,2170,"CEPAL2004",0.947889977189107,0.144869390463594,15.2833550253578,"DOMINICAN REPUBLIC","Infectious",1.01634768500136,0.110903031879236,10.9119185802137
"828",3,"2005-2010","2010-2015",1,2170,"CEPAL2004",0.947889977189107,0.0930056572346624,9.81186208028736,"DOMINICAN REPUBLIC","Neoplasms",1.01634768500136,0.081860053822286,8.05433564028595
"829",4,"2005-2010","2010-2015",1,2170,"CEPAL2004",0.947889977189107,0.0113030825111637,1.19244667452673,"DOMINICAN REPUBLIC","Circulatory",1.01634768500136,0.176871692698005,17.4026758075183
"830",5,"2005-2010","2010-2015",1,2170,"CEPAL2004",0.947889977189107,-0.0481128831117053,-5.07578772532023,"DOMINICAN REPUBLIC","Abnormal",1.01634768500136,0.0503307531670821,4.95211962498981
"831",6,"2005-2010","2010-2015",1,2170,"CEPAL2004",0.947889977189107,0.00787494768365784,0.83078710326808,"DOMINICAN REPUBLIC","Mental",1.01634768500136,0.0108225023694802,1.06484252674475
"832",7,"2005-2010","2010-2015",1,2170,"CEPAL2004",0.947889977189107,0.0133867678321332,1.41227021640534,"DOMINICAN REPUBLIC","Nervous",1.01634768500136,-0.00276952392459975,-0.272497686123626
"833",8,"2005-2010","2010-2015",1,2170,"CEPAL2004",0.947889977189107,0.0909533586580153,9.59534976071066,"DOMINICAN REPUBLIC","Endocrine",1.01634768500136,0.120305719213799,11.8370633385796
"834",9,"2005-2010","2010-2015",1,2170,"CEPAL2004",0.947889977189107,0.0775465169878428,8.18096180506106,"DOMINICAN REPUBLIC","Digestive",1.01634768500136,0.0318579172175877,3.13454910044341
"835",10,"2005-2010","2010-2015",1,2170,"CEPAL2004",0.947889977189107,0.00661717289377026,0.69809503771661,"DOMINICAN REPUBLIC","Genitourinary",1.01634768500136,0.0117957082219851,1.16059773599714
"836",11,"2005-2010","2010-2015",1,2170,"CEPAL2004",0.947889977189107,0.199160653894045,21.0109462792971,"DOMINICAN REPUBLIC","Perinatal",1.01634768500136,0.181981954370499,17.9054822533742
"837",12,"2005-2010","2010-2015",1,2170,"CEPAL2004",0.947889977189107,-0.00696223868471438,-0.734498607671784,"DOMINICAN REPUBLIC","Respiratory",1.01634768500136,0.0359865376431611,3.54077036571523
"838",13,"2005-2010","2010-2015",1,2170,"CEPAL2004",0.947889977189107,0.444474350941091,46.8909221151536,"DOMINICAN REPUBLIC","External",1.01634768500136,0.201993579152201,19.8744565598071
"839",14,"2005-2010","2010-2015",1,2170,"CEPAL2004",0.947889977189107,-0.102983833778949,-10.8645345195378,"DOMINICAN REPUBLIC","Homicide",1.01634768500136,-0.00968732801643693,-0.95315098950847
"840",15,"2005-2010","2010-2015",1,2170,"CEPAL2004",0.947889977189107,0.0167570336645023,1.76782475474569,"DOMINICAN REPUBLIC","Rest",1.01634768500136,0.0140950871870746,1.38683714196247
"841",2,"1990-1995","1995-2000",1,2460,"CEPAL2004",0.962221510213723,-0.0797172542777148,-8.28470923083069,"URUGUAY","Infectious",0.682199912444474,-0.0201657453648234,-2.95598767999911
"842",3,"1990-1995","1995-2000",1,2460,"CEPAL2004",0.962221510213723,0.224414715496702,23.3225627482446,"URUGUAY","Neoplasms",0.682199912444474,0.099302777911796,14.5562577919384
"843",4,"1990-1995","1995-2000",1,2460,"CEPAL2004",0.962221510213723,0.426569950543503,44.3317828603474,"URUGUAY","Circulatory",0.682199912444474,0.238836486425541,35.00975037797
"844",5,"1990-1995","1995-2000",1,2460,"CEPAL2004",0.962221510213723,0.0269511818355663,2.8009332102314,"URUGUAY","Abnormal",0.682199912444474,-0.00782166010973682,-1.14653490378063
"845",6,"1990-1995","1995-2000",1,2460,"CEPAL2004",0.962221510213723,0.00985672791626177,1.02437201950229,"URUGUAY","Mental",0.682199912444474,0.0105770481718846,1.55043235552239
"846",7,"1990-1995","1995-2000",1,2460,"CEPAL2004",0.962221510213723,0.0274398063634399,2.85171408788659,"URUGUAY","Nervous",0.682199912444474,0.00507399130123238,0.743768975731928
"847",8,"1990-1995","1995-2000",1,2460,"CEPAL2004",0.962221510213723,0.0625586733322887,6.50148356363323,"URUGUAY","Endocrine",0.682199912444474,0.0604724022609143,8.86432278248589
"848",9,"1990-1995","1995-2000",1,2460,"CEPAL2004",0.962221510213723,0.0341113436382204,3.54506143088027,"URUGUAY","Digestive",0.682199912444474,0.0410268818252644,6.01390898428232
"849",10,"1990-1995","1995-2000",1,2460,"CEPAL2004",0.962221510213723,0.0169770201743751,1.76435675093194,"URUGUAY","Genitourinary",0.682199912444474,0.0058927935741943,0.863792777849987
"850",11,"1990-1995","1995-2000",1,2460,"CEPAL2004",0.962221510213723,0.0749094421798891,7.78505171467749,"URUGUAY","Perinatal",0.682199912444474,0.134559363446196,19.7243302134179
"851",12,"1990-1995","1995-2000",1,2460,"CEPAL2004",0.962221510213723,0.0820072368510779,8.5226983579761,"URUGUAY","Respiratory",0.682199912444474,0.0251874313688956,3.69208950476751
"852",13,"1990-1995","1995-2000",1,2460,"CEPAL2004",0.962221510213723,0.0736478185850947,7.65393600156958,"URUGUAY","External",0.682199912444474,0.0922582588247473,13.5236397926475
"853",14,"1990-1995","1995-2000",1,2460,"CEPAL2004",0.962221510213723,-0.0156731083082202,-1.62884617958072,"URUGUAY","Homicide",0.682199912444474,0.00190488785176282,0.279227220205465
"854",15,"1990-1995","1995-2000",1,2460,"CEPAL2004",0.962221510213723,-0.00183204411676383,-0.190397335469762,"URUGUAY","Rest",0.682199912444474,-0.00490500504338123,-0.7189981930378
"855",2,"1995-2000","2000-2005",1,2460,"CEPAL2004",0.932082165075386,-0.029754556444197,-3.19226754454533,"URUGUAY","Infectious",0.636354513506376,0.0156094542449056,2.45294940376803
"856",3,"1995-2000","2000-2005",1,2460,"CEPAL2004",0.932082165075386,0.0970822292536628,10.4156299617439,"URUGUAY","Neoplasms",0.636354513506376,0.0757005721709477,11.8959747380167
"857",4,"1995-2000","2000-2005",1,2460,"CEPAL2004",0.932082165075386,0.254713909677553,27.3274094518214,"URUGUAY","Circulatory",0.636354513506376,0.190605131055068,29.9526642790377
"858",5,"1995-2000","2000-2005",1,2460,"CEPAL2004",0.932082165075386,0.0125647189334754,1.34802696631999,"URUGUAY","Abnormal",0.636354513506376,-0.0149668435874412,-2.35196628133781
"859",6,"1995-2000","2000-2005",1,2460,"CEPAL2004",0.932082165075386,0.0302356552197426,3.24388303442081,"URUGUAY","Mental",0.636354513506376,0.0163689679614309,2.57230327026932
"860",7,"1995-2000","2000-2005",1,2460,"CEPAL2004",0.932082165075386,-0.0457689164350264,-4.91039504348038,"URUGUAY","Nervous",0.636354513506376,-0.0188215512228608,-2.95771473657855
"861",8,"1995-2000","2000-2005",1,2460,"CEPAL2004",0.932082165075386,0.039956237522726,4.28677202717363,"URUGUAY","Endocrine",0.636354513506376,0.0363239200601403,5.70812641211452
"862",9,"1995-2000","2000-2005",1,2460,"CEPAL2004",0.932082165075386,0.0547605708564518,5.87507978462638,"URUGUAY","Digestive",0.636354513506376,0.0215268264381637,3.38283550776576
"863",10,"1995-2000","2000-2005",1,2460,"CEPAL2004",0.932082165075386,-0.00676591823869067,-0.725892897880248,"URUGUAY","Genitourinary",0.636354513506376,0.00327881681247826,0.515250028543313
"864",11,"1995-2000","2000-2005",1,2460,"CEPAL2004",0.932082165075386,0.209184513402256,22.4427117308201,"URUGUAY","Perinatal",0.636354513506376,0.199840110140432,31.4038960829072
"865",12,"1995-2000","2000-2005",1,2460,"CEPAL2004",0.932082165075386,0.0928915750682709,9.96602859156284,"URUGUAY","Respiratory",0.636354513506376,0.0236307052453847,3.71344977427396
"866",13,"1995-2000","2000-2005",1,2460,"CEPAL2004",0.932082165075386,0.230085310581245,24.6850888475734,"URUGUAY","External",0.636354513506376,0.0892187140366714,14.0202846279926
"867",14,"1995-2000","2000-2005",1,2460,"CEPAL2004",0.932082165075386,-0.000425962813466361,-0.0457001356132493,"URUGUAY","Homicide",0.636354513506376,-0.00391854217691187,-0.615779741282939
"868",15,"1995-2000","2000-2005",1,2460,"CEPAL2004",0.932082165075386,-0.00667720150862413,-0.716374774544054,"URUGUAY","Rest",0.636354513506376,0.00195823232796796,0.307726634510363
"869",2,"2000-2005","2005-2010",1,2460,"CEPAL2004",0.822655519790914,0.0393759158493664,4.78644036320016,"URUGUAY","Infectious",0.523719790189034,0.0193124955584948,3.68756268529094
"870",3,"2000-2005","2005-2010",1,2460,"CEPAL2004",0.822655519790914,0.147753223980539,17.9605218011656,"URUGUAY","Neoplasms",0.523719790189034,0.132949247759187,25.3855688193871
"871",4,"2000-2005","2005-2010",1,2460,"CEPAL2004",0.822655519790914,0.284823408368651,34.6224393463064,"URUGUAY","Circulatory",0.523719790189034,0.26018844506673,49.6808503212788
"872",5,"2000-2005","2005-2010",1,2460,"CEPAL2004",0.822655519790914,0.0514049362474571,6.24865876552098,"URUGUAY","Abnormal",0.523719790189034,0.0198433854698919,3.78893176114838
"873",6,"2000-2005","2005-2010",1,2460,"CEPAL2004",0.822655519790914,0.0115778746410789,1.40737822363625,"URUGUAY","Mental",0.523719790189034,0.00774529318011748,1.47890022970525
"874",7,"2000-2005","2005-2010",1,2460,"CEPAL2004",0.822655519790914,0.00807740215388118,0.981869319485529,"URUGUAY","Nervous",0.523719790189034,0.00233310462517171,0.445487199238659
"875",8,"2000-2005","2005-2010",1,2460,"CEPAL2004",0.822655519790914,0.0127832212281899,1.55389721708047,"URUGUAY","Endocrine",0.523719790189034,0.0140001903934084,2.67322156918208
"876",9,"2000-2005","2005-2010",1,2460,"CEPAL2004",0.822655519790914,0.0367331232691107,4.46518893818968,"URUGUAY","Digestive",0.523719790189034,0.00768524410145792,1.46743435047279
"877",10,"2000-2005","2005-2010",1,2460,"CEPAL2004",0.822655519790914,-0.00205284661550788,-0.249539031359035,"URUGUAY","Genitourinary",0.523719790189034,-0.00704431882947999,-1.34505492468356
"878",11,"2000-2005","2005-2010",1,2460,"CEPAL2004",0.822655519790914,0.0937511854239937,11.3961656086404,"URUGUAY","Perinatal",0.523719790189034,0.0311541811562877,5.94863546115811
"879",12,"2000-2005","2005-2010",1,2460,"CEPAL2004",0.822655519790914,0.0358366781204208,4.35621925074168,"URUGUAY","Respiratory",0.523719790189034,-0.0050311097697996,-0.960649160877355
"880",13,"2000-2005","2005-2010",1,2460,"CEPAL2004",0.822655519790914,0.066062580773412,8.03040631031108,"URUGUAY","External",0.523719790189034,0.0154324362611503,2.94669717475829
"881",14,"2000-2005","2005-2010",1,2460,"CEPAL2004",0.822655519790914,0.0265051596787606,3.22190261186082,"URUGUAY","Homicide",0.523719790189034,0.0101879357966764,1.94530281030609
"882",15,"2000-2005","2005-2010",1,2460,"CEPAL2004",0.822655519790914,0.0100236566715597,1.21845127521995,"URUGUAY","Rest",0.523719790189034,0.0149632594197441,2.85711170363511
"883",2,"2005-2010","2010-2015",1,2460,"CEPAL2004",0.736154552164322,0.0429066598059979,5.82848529291175,"URUGUAY","Infectious",0.479560079399704,-0.00522681671057949,-1.08991906021916
"884",3,"2005-2010","2010-2015",1,2460,"CEPAL2004",0.736154552164322,0.17870891043512,24.2760042588488,"URUGUAY","Neoplasms",0.479560079399704,0.134757521301139,28.1002375072219
"885",4,"2005-2010","2010-2015",1,2460,"CEPAL2004",0.736154552164322,0.315645269050924,42.8775816332202,"URUGUAY","Circulatory",0.479560079399704,0.220285716992858,45.9349571525227
"886",5,"2005-2010","2010-2015",1,2460,"CEPAL2004",0.736154552164322,-0.0218362009119471,-2.96625224251454,"URUGUAY","Abnormal",0.479560079399704,-0.0122343829123696,-2.55116792200139
"887",6,"2005-2010","2010-2015",1,2460,"CEPAL2004",0.736154552164322,-0.0107123340775777,-1.45517460240965,"URUGUAY","Mental",0.479560079399704,0.000141640701562669,0.0295355488596903
"888",7,"2005-2010","2010-2015",1,2460,"CEPAL2004",0.736154552164322,0.0446370840491469,6.06354792182052,"URUGUAY","Nervous",0.479560079399704,0.030675360872973,6.39656263952816
"889",8,"2005-2010","2010-2015",1,2460,"CEPAL2004",0.736154552164322,-0.00330586000888985,-0.449071461851387,"URUGUAY","Endocrine",0.479560079399704,0.00177213677697741,0.369533840096888
"890",9,"2005-2010","2010-2015",1,2460,"CEPAL2004",0.736154552164322,0.0132296129147719,1.79712437773784,"URUGUAY","Digestive",0.479560079399704,0.0119439792025994,2.49061164923287
"891",10,"2005-2010","2010-2015",1,2460,"CEPAL2004",0.736154552164322,-0.000211317549999218,-0.0287055957716945,"URUGUAY","Genitourinary",0.479560079399704,-0.00422847842295287,-0.881741121622535
"892",11,"2005-2010","2010-2015",1,2460,"CEPAL2004",0.736154552164322,0.0143366171429049,1.94750098342184,"URUGUAY","Perinatal",0.479560079399704,0.00141357069278998,0.294764045947995
"893",12,"2005-2010","2010-2015",1,2460,"CEPAL2004",0.736154552164322,0.0935950639510462,12.7140508302059,"URUGUAY","Respiratory",0.479560079399704,0.0773854688667602,16.1367620431685
"894",13,"2005-2010","2010-2015",1,2460,"CEPAL2004",0.736154552164322,0.0963529603487932,13.0886863452127,"URUGUAY","External",0.479560079399704,0.00501219824885652,1.04516586433354
"895",14,"2005-2010","2010-2015",1,2460,"CEPAL2004",0.736154552164322,-0.0358436408425212,-4.8690374510542,"URUGUAY","Homicide",0.479560079399704,0.00408087965062726,0.850963169356289
"896",15,"2005-2010","2010-2015",1,2460,"CEPAL2004",0.736154552164322,0.00865172785656064,1.17525971022311,"URUGUAY","Rest",0.479560079399704,0.0137812841384576,2.87373464357344
"897",2,"1990-1995","1995-2000",1,2020,"CEPAL2010",1.04837279116632,-0.0813212920356446,-7.75690600909002,"ARGENTINA","Infectious",1.14769885835125,-0.0361352044557485,-3.14849180103388
"898",3,"1990-1995","1995-2000",1,2020,"CEPAL2010",1.04837279116632,0.148594005314948,14.1737754515392,"ARGENTINA","Neoplasms",1.14769885835125,0.0774452840042244,6.74787497092052
"899",4,"1990-1995","1995-2000",1,2020,"CEPAL2010",1.04837279116632,1.13926682469565,108.670010734275,"ARGENTINA","Circulatory",1.14769885835125,1.20660443198788,105.132493877467
"900",5,"1990-1995","1995-2000",1,2020,"CEPAL2010",1.04837279116632,-0.229052824438563,-21.8484136910633,"ARGENTINA","Abnormal",1.14769885835125,-0.206413622225493,-17.9849984796553
"901",6,"1990-1995","1995-2000",1,2020,"CEPAL2010",1.04837279116632,0.0134261130531113,1.28066210476283,"ARGENTINA","Mental",1.14769885835125,-0.00631295993896388,-0.550053691613225
"902",7,"1990-1995","1995-2000",1,2020,"CEPAL2010",1.04837279116632,0.00354509560658437,0.338152195140476,"ARGENTINA","Nervous",1.14769885835125,0.00203645402523619,0.177438010887429
"903",8,"1990-1995","1995-2000",1,2020,"CEPAL2010",1.04837279116632,0.0530744806531983,5.0625580042146,"ARGENTINA","Endocrine",1.14769885835125,0.053758164412983,4.68399563368134
"904",9,"1990-1995","1995-2000",1,2020,"CEPAL2010",1.04837279116632,0.0780424492831409,7.4441505865789,"ARGENTINA","Digestive",1.14769885835125,0.0564582525425001,4.91925666142131
"905",10,"1990-1995","1995-2000",1,2020,"CEPAL2010",1.04837279116632,0.0272771212647168,2.60185322382995,"ARGENTINA","Genitourinary",1.14769885835125,0.0241874584558404,2.1074742977951
"906",11,"1990-1995","1995-2000",1,2020,"CEPAL2010",1.04837279116632,0.104669612720474,9.98400698705935,"ARGENTINA","Perinatal",1.14769885835125,0.0756151605505647,6.58841472223744
"907",12,"1990-1995","1995-2000",1,2020,"CEPAL2010",1.04837279116632,-0.234330740796647,-22.3518525825106,"ARGENTINA","Respiratory",1.14769885835125,-0.246918718391437,-21.5142427471047
"908",13,"1990-1995","1995-2000",1,2020,"CEPAL2010",1.04837279116632,0.0275876902405755,2.63147713037117,"ARGENTINA","External",1.14769885835125,0.0697572456211414,6.07800949818428
"909",14,"1990-1995","1995-2000",1,2020,"CEPAL2010",1.04837279116632,-0.0125166337434439,-1.19391058685519,"ARGENTINA","Homicide",1.14769885835125,0.00146836920014954,0.127940285856776
"910",15,"1990-1995","1995-2000",1,2020,"CEPAL2010",1.04837279116632,0.010110889348214,0.964436451747821,"ARGENTINA","Rest",1.14769885835125,0.0761485425623596,6.63488876095533
"911",2,"1995-2000","2000-2005",1,2020,"CEPAL2010",0.949362001232842,-0.00935088591820959,-0.984965261519476,"ARGENTINA","Infectious",1.14085331605025,0.0129258008228456,1.1329941054645
"912",3,"1995-2000","2000-2005",1,2020,"CEPAL2010",0.949362001232842,0.0670965752618137,7.06754380043461,"ARGENTINA","Neoplasms",1.14085331605025,0.0694825958962268,6.09040574442842
"913",4,"1995-2000","2000-2005",1,2020,"CEPAL2010",0.949362001232842,0.625250929488512,65.8601174974942,"ARGENTINA","Circulatory",1.14085331605025,0.729300358030388,63.9258656454887
"914",5,"1995-2000","2000-2005",1,2020,"CEPAL2010",0.949362001232842,-0.134324939726542,-14.1489694712984,"ARGENTINA","Abnormal",1.14085331605025,-0.0775411338044096,-6.79676630759724
"915",6,"1995-2000","2000-2005",1,2020,"CEPAL2010",0.949362001232842,0.0333195215675817,3.50967507908605,"ARGENTINA","Mental",1.14085331605025,0.010107900059172,0.885994712639003
"916",7,"1995-2000","2000-2005",1,2020,"CEPAL2010",0.949362001232842,0.00248793768240252,0.262064173536721,"ARGENTINA","Nervous",1.14085331605025,0.000270393645282302,0.0237010000740876
"917",8,"1995-2000","2000-2005",1,2020,"CEPAL2010",0.949362001232842,0.0777373016397067,8.18837298509493,"ARGENTINA","Endocrine",1.14085331605025,0.0725235097719618,6.35695305887748
"918",9,"1995-2000","2000-2005",1,2020,"CEPAL2010",0.949362001232842,0.0454551184413141,4.78796479975879,"ARGENTINA","Digestive",1.14085331605025,0.0425892795414919,3.73310739797297
"919",10,"1995-2000","2000-2005",1,2020,"CEPAL2010",0.949362001232842,-0.0211805025341782,-2.23102488899631,"ARGENTINA","Genitourinary",1.14085331605025,-0.0110149882060504,-0.965504333561949
"920",11,"1995-2000","2000-2005",1,2020,"CEPAL2010",0.949362001232842,0.296975901336884,31.2816292363957,"ARGENTINA","Perinatal",1.14085331605025,0.296428285514372,25.9830322920597
"921",12,"1995-2000","2000-2005",1,2020,"CEPAL2010",0.949362001232842,-0.0791472507559701,-8.33688842119122,"ARGENTINA","Respiratory",1.14085331605025,-0.123096931329549,-10.7898999457461
"922",13,"1995-2000","2000-2005",1,2020,"CEPAL2010",0.949362001232842,0.125816110570272,13.2527013306713,"ARGENTINA","External",1.14085331605025,0.074251918076103,6.50845442016774
"923",14,"1995-2000","2000-2005",1,2020,"CEPAL2010",0.949362001232842,-0.0805737773132586,-8.48715002376601,"ARGENTINA","Homicide",1.14085331605025,-0.0078653172449844,-0.689424059546489
"924",15,"1995-2000","2000-2005",1,2020,"CEPAL2010",0.949362001232842,-0.000200038507485867,-0.0210708357008282,"ARGENTINA","Rest",1.14085331605025,0.0524916452774145,4.60108626928006
"925",2,"2000-2005","2005-2010",1,2020,"CEPAL2010",0.954638593913046,0.0717760535314477,7.51866245394909,"ARGENTINA","Infectious",0.958652132660106,0.0538060253974109,5.61267466730688
"926",3,"2000-2005","2005-2010",1,2020,"CEPAL2010",0.954638593913046,0.11685889407449,12.2411659050455,"ARGENTINA","Neoplasms",0.958652132660106,0.188919899953348,19.7068251889375
"927",4,"2000-2005","2005-2010",1,2020,"CEPAL2010",0.954638593913046,0.472701910593984,49.5163210044115,"ARGENTINA","Circulatory",0.958652132660106,0.458552397756936,47.8330337079131
"928",5,"2000-2005","2005-2010",1,2020,"CEPAL2010",0.954638593913046,-0.018806301085192,-1.96999170210638,"ARGENTINA","Abnormal",0.958652132660106,0.001746978212057,0.182232757070014
"929",6,"2000-2005","2005-2010",1,2020,"CEPAL2010",0.954638593913046,0.00861471572841632,0.902405976811053,"ARGENTINA","Mental",0.958652132660106,0.00705140545369277,0.735554140387322
"930",7,"2000-2005","2005-2010",1,2020,"CEPAL2010",0.954638593913046,0.00722540344283949,0.756873175766202,"ARGENTINA","Nervous",0.958652132660106,0.0082840255325966,0.864132593082514
"931",8,"2000-2005","2005-2010",1,2020,"CEPAL2010",0.954638593913046,0.0892645367299631,9.35061051366774,"ARGENTINA","Endocrine",0.958652132660106,0.104204729148106,10.8699209648608
"932",9,"2000-2005","2005-2010",1,2020,"CEPAL2010",0.954638593913046,-0.0183387482265872,-1.92101475296709,"ARGENTINA","Digestive",0.958652132660106,0.0191746676336229,2.00016950678619
"933",10,"2000-2005","2005-2010",1,2020,"CEPAL2010",0.954638593913046,9.42791777001305e-05,0.00987590259824735,"ARGENTINA","Genitourinary",0.958652132660106,0.00142996441211514,0.149164056845857
"934",11,"2000-2005","2005-2010",1,2020,"CEPAL2010",0.954638593913046,0.0884632570848574,9.26667512175976,"ARGENTINA","Perinatal",0.958652132660106,0.0632538248230536,6.59820415227517
"935",12,"2000-2005","2005-2010",1,2020,"CEPAL2010",0.954638593913046,-0.0341775765630353,-3.58015868842491,"ARGENTINA","Respiratory",0.958652132660106,-0.0540720148802437,-5.64042086154887
"936",13,"2000-2005","2005-2010",1,2020,"CEPAL2010",0.954638593913046,0.0697768367516308,7.30924113026028,"ARGENTINA","External",0.958652132660106,0.0516706280950314,5.38992470101263
"937",14,"2000-2005","2005-2010",1,2020,"CEPAL2010",0.954638593913046,0.0918205472173688,9.61835691567823,"ARGENTINA","Homicide",0.958652132660106,0.0129545503803591,1.35132963658176
"938",15,"2000-2005","2005-2010",1,2020,"CEPAL2010",0.954638593913046,0.00936478545515582,0.980977043550034,"ARGENTINA","Rest",0.958652132660106,0.0416750507420224,4.34725478848943
"939",2,"2005-2010","2010-2015",1,2020,"CEPAL2010",0.894146579970823,0.062885471152243,7.03301590151976,"ARGENTINA","Infectious",0.880237446465699,0.0675845678924032,7.67799281475318
"940",3,"2005-2010","2010-2015",1,2020,"CEPAL2010",0.894146579970823,0.182744604351184,20.4378799231271,"ARGENTINA","Neoplasms",0.880237446465699,0.170750988128652,19.3982872251397
"941",4,"2005-2010","2010-2015",1,2020,"CEPAL2010",0.894146579970823,0.26545978555825,29.6886205801864,"ARGENTINA","Circulatory",0.880237446465699,0.31650487511007,35.9567610286167
"942",5,"2005-2010","2010-2015",1,2020,"CEPAL2010",0.894146579970823,0.0959864666913032,10.7349811363631,"ARGENTINA","Abnormal",0.880237446465699,0.0616313769028321,7.00167632612
"943",6,"2005-2010","2010-2015",1,2020,"CEPAL2010",0.894146579970823,0.0172251913675892,1.92643932811903,"ARGENTINA","Mental",0.880237446465699,0.00216175487459325,0.2455876971916
"944",7,"2005-2010","2010-2015",1,2020,"CEPAL2010",0.894146579970823,0.00980995584405388,1.09713061189296,"ARGENTINA","Nervous",0.880237446465699,0.0199926625557191,2.27128062274481
